teff (K),abs (mag),spect
9481.891995,1.429,A2V
3576.252643,10.316,M1V
4220.143794,-0.931,K2III
4118.415098,1.035,K3III
5849.326254,4.367,F8/G0V
4608.175816,0.353,G6III
3625.75193,-0.703,K7Iab:
6155.345325,3.436,F6V
3836.482182,-1.303,K3III
5964.462482,2.75,F5V
10565.11032,-0.229,A0IV
4738.746619,1.693,G8IV
5340.673788,4.638,G0V
5634.860078,4.344,G0V
11824.61945,-0.436,B8V
4077.384384,1.075,K2III
6483.18691,2.689,F0/F2V
6251.750984,3.081,F3/F5V
4647.567184,2.09,K0III
6902.196535,3.131,A8III
5377.454317,4.437,G5V
6281.415353,2.798,F3V
5262.56346,4.339,G5V
5631.072573,-12.17,F0Iab:
6251.750984,3.7,F3V
6707.83772,1.027,F0III
3904.662184,8.28,K7V
5509.552542,4.902,G3V
4724.052816,1.946,G8III
6127.142077,2.405,F5V
9552.154655,1.264,B9V
3606.989902,-0.534,M3III
5384.209914,4.521,G3V
4671.135032,0.133,G8III
4965.477603,0.258,G5IV
3404.687601,-1.119,M1III
4534.038615,0.324,K0IIICN...
4070.644904,-1.066,K2III
3915.304705,-0.597,K2/K3III
4910.971123,3.32,G8IV
5696.339023,4.06,F8V
3466.293077,-1.694,M1/M2III
5623.516621,4.47,G1V
4130.577921,0.133,K1III
6021.951831,3.1,F6V
4281.978776,1.728,G8IV
4408.629077,0.772,G9III
5657.71959,4.35,G2V
6797.217613,1.599,F2III
4227.520058,2.006,K1III
5692.447417,4.561,F9V
9523.893817,-0.091,A0Vs
4425.125374,-0.761,K0III
4416.857972,0.791,G8III
4860.554005,5.761,K1V
4200.023871,1.355,K1III
5787.72126,4.446,F6V
5212.052466,4.866,G6V
12443.0719,-0.127,B7V
4441.776858,1.872,K0III
5556.635352,4.177,G1V
4560.650822,3.022,K1IV
3867.235751,-0.105,K3III
11192.57633,0.554,B9V
5502.397278,4.033,G2V
4178.346269,1.164,K0IV
3677.000367,0.885,G5III
3761.510581,0.098,K5III
3534.30186,-0.626,K5III
4390.253375,-0.212,G8IV
4448.061652,6.37,K3V
7031.033581,1.052,F0IV
4340.198499,-0.744,K0III
5812.167858,3.496,F7V
5908.325844,2.994,F7V
5982.005035,2.112,F6V
5853.4917,3.814,F7V
9454.146858,-0.891,A0V
4908.284964,3.644,G8V
5364.00647,4.896,G3V
5895.557981,4.429,G0V
6281.415353,1.729,F5III
5435.561948,3.384,G2/G3V
3558.122036,-1.27,M0III
6707.83772,1.315,F0III
10148.68255,1.135,A1V
5973.217658,2.337,F7V
3789.368622,-0.253,K3III
4012.839615,0.545,K2III
4462.813028,0.152,K0III
5111.597245,2.155,G5V
5870.22793,3.833,F7V
10215.23159,1.585,A0V
6117.812585,3.131,F5V
4400.438402,6.368,K3V
4055.582367,0.627,K2III
5866.032663,2.665,F7V
6030.919743,3.957,F5V
5488.156188,3.528,G1V
3670.495278,9.886,M2V:
4137.568536,0.483,K0III
5330.751492,4.877,G5V
6985.260549,1.977,A9III
5942.714184,3.874,F6V
4130.577921,0.528,K2III
6256.670718,3.58,F2V
6367.411835,3.157,F2V
6217.581636,3.02,F5V
5582.407448,3.31,F8V
6336.725438,0.96,F3II
3713.968801,-0.655,K5III
3898.613131,0.639,K2III
4270.567765,1.875,K2III
4731.385457,5.997,K1V
3690.097447,7.899,M1Vvar
4052.254026,0.315,K3III
5367.360547,3.723,G2V
6141.203225,3.577,F5V
9756.021185,1.234,A0V
5047.262573,5.387,G8V
5870.22793,2.967,F3/F5V
5171.894159,4.626,G6V
4057.249102,0.282,K2III
6382.894913,1.181,F0V
3652.433041,-0.5,K4III
6661.356151,2.288,F2IV
6026.431617,3.981,F5V
4534.038615,1.804,K0IIICN...
4490.535786,0.568,G8IV
5390.986769,4.793,G3V
3542.593482,-1.646,M0III
9399.260471,0.294,B0IV
7104.500448,4.109,A8/A9V
3581.126583,-0.366,M4III:
5743.562896,2.862,F7V
5684.684105,4.268,F6/F7V
3534.30186,-1.214,M0III
5680.812363,4.577,F8/G0V
4540.655236,0.372,G8/K0III
5085.031918,-0.473,G8IV
3699.335068,0.268,K4III
11497.75265,0.363,B9IV
6108.518527,1.951,F3V
4322.525451,7.011,K3/K4V
6122.472888,1.913,F5V
3819.181211,-0.6,K7V
3576.252643,-0.003,M2III
3460.679191,-11.8,K5Iab:
4490.535786,0.893,K0III
5942.714184,2.602,F6/F7V
8404.908171,1.414,A2/A3V
4473.424883,0.895,K0III
6227.296609,3.141,F3V
4135.81811,1.978,K2III
3732.804411,-0.526,K5III
3732.804411,1.069,K2/K3III
4826.79548,2.739,G8IV
6281.415353,0.561,F8IIIvar
4529.640904,0.017,G9III
3486.69311,-1.904,M2III
5951.389681,1.649,F6V
5775.594023,2.272,F7V
5162.736309,5.085,G6V
6445.78121,2.998,F2V
5964.462482,3.422,F6V
6488.574974,2.914,F3V
5653.893575,4.352,G2V
3877.624572,2.412,K2III
5252.999507,3.177,G5V
6461.746003,2.479,F2V
4473.424883,1.086,G8/K0III
5531.158665,4.028,G0V
5812.167858,3.001,F5/F6V
12784.00428,-1.854,B5IV
8488.332429,1.619,A1V
3907.69552,-1.084,K2/K3III
4692.603337,6.191,K2V
4631.245593,2.498,K1III...
4608.175816,6.617,K2V
5230.851598,4.712,G3IV
4067.285593,0.174,K1III
5586.11361,2.142,G0V
5812.167858,3.926,F7V
5578.707426,3.85,G0V
5623.516621,3.953,F7V
5317.593195,5.095,G8IV+...
5615.985964,4.096,G3IV
7152.26202,3.726,F0IV
10181.82115,-1.283,B9III
6301.388078,2.498,F3V
3749.140568,-0.856,K3III
6341.814156,1.327,F3V
4726.493872,-0.119,G5/G6III
6644.132206,2.921,F0V
4844.90003,2.458,G8V
6326.578557,2.802,F3V
5542.041421,4.209,G2V
5739.590174,4.085,G0V
11408.44915,-0.276,B9IV
5803.990342,3.115,F6V
5560.298867,3.66,G1V
5162.736309,4.233,G3/G5V
4384.170584,0.802,G8/K0III
4585.391205,1.562,G8IV:
3747.772393,0.511,K3III
5968.836057,2.072,F3/F5V
4813.966778,-0.023,G5III
4312.784544,0.82,G8III
5921.16306,3.995,F7V
4048.932507,-1.376,K2III
5432.100357,3.555,G3V
4441.776858,1.539,K0IV
5759.522792,2.367,F5V
4585.391205,-1.009,G8III
4398.396672,0.875,K0III
5534.780311,3.457,G2IV
6008.56227,3.603,F5V
9454.146858,1.135,A0/A1V
3943.007477,0.697,K2III
10732.5933,-3.047,B1V
6725.478332,1.287,F0V
4496.994667,0.171,G8III
5337.361228,3.474,G5V
6048.956156,2.812,F5V
3609.477481,0.193,M0III
5904.062214,3.762,F6/F7Vw...
5999.677148,4.522,F6V
3521.369678,0.458,K5III
4753.555217,0.431,G5III
8100.037128,2.046,A7V
3963.322245,0.802,K2/K3III
4306.966284,0.327,K0III...
3502.768793,-2.18,M1III
4527.446045,0.357,K0IV
5895.557981,4.123,F7V
4299.239049,0.965,K0III
6461.746003,2.592,F2V
6179.097417,3.917,F3V
4719.180146,0.456,G8III
9971.125339,0.321,B9V
3816.316645,-0.401,K4III
5692.447417,4.54,G2/G3V
6004.1156,3.461,F6V
6188.662586,3.601,F5V
5942.714184,2.893,K0:III:+...
4702.22426,1.747,G3III:
7037.633942,2.476,A9V
5147.562934,4.443,C6II
9537.998069,3.247,A1V
3747.772393,-0.974,K5III
6099.259686,3.543,F3/F5V
6067.128027,2.225,F7IV
4628.92562,5.928,K1V
5650.074022,4.424,F7/F8V
3427.466979,-1.41,M1III:
3929.095054,-0.449,K5III
4214.632668,1.662,K1IV
4111.505004,1.215,K3III
4368.052288,1.053,K0/K1IIIp..
5887.084306,3.407,F6V
4429.273606,-0.238,K0III
5921.16306,3.865,F5V
6833.811089,1.576,F2III
6291.381901,2.099,F3V
3587.242419,0.502,M2/M3III
4716.748519,1.11,G4III
4547.296049,0.883,G8/K0III
4354.069711,-0.108,K1III...
5878.641014,4.05,F6V
4592.196982,1.586,K0III
6493.974246,3.393,F2V
4673.508275,-0.303,G6III
6488.574974,3.133,A9V
7381.272968,1.573,A9V
6713.705062,2.354,A9V
4171.182364,0.988,K1/K2III
6017.480361,2.834,F5/F6V
9638.210827,-0.094,B3V
4404.52898,-0.379,K0III
5117.547883,5.586,G6V
6004.1156,3.815,F6/F7V
4094.355838,3.722,F8V
4200.023871,1.849,K2III
3488.978342,-0.847,M2/M3III
5955.739318,3.452,F6V
4085.848082,0.477,M5III
5857.664569,2.376,F7V
4512.156136,0.907,K0III
3547.353434,-1.039,M3IIIvar
3552.129407,-0.793,K5III
4973.784552,2.942,G5IV
9638.210827,0.491,A2Vs
4223.827901,1.356,K1II
5567.644045,4.17,G0V
5102.703641,4.576,G5/G6V
6908.498473,1.795,A9IV
6256.670718,3.236,F6Vawvar
5623.516621,3.901,G3V
4318.622494,0.75,K0III
6008.56227,3.386,F5V
3581.126583,0.113,M0III
4221.984843,6.857,K5V
4301.167607,1.44,K1III
4293.46632,0.77,K0III
4534.038615,1.023,K0III
6393.269389,3.347,F2V
6985.260549,-0.127,A9V
6261.600142,2.32,F3V
4716.748519,-1.184,G8IV
4458.585878,1.493,G8IV
4664.033343,0.231,G5III
4340.198499,2.035,K1III
4791.088466,5.294,K1III
6510.23969,2.801,F2V
6477.810018,3.094,F0V
4578.610588,-1.622,G6III
4400.438402,1.469,K1III
5108.628407,4.88,G6V
3509.715288,-1.039,K5III
5895.557981,2.972,F7V
3651.151373,0.09,K2III:
5320.875154,4.304,G3V
4540.655236,0.919,G4III
3662.72703,-1.092,K4III
6627.019169,2.244,F0V
5563.968426,4.286,G1V
5634.860078,2.328,F6V
7336.940831,2.706,A2III
3684.844638,-1.008,K3III
3974.369842,-0.737,G8/K0III
6174.328675,3.208,F5V
5593.544425,4.689,G1V
6169.569123,3.249,F5V
4352.081325,1.284,K2III
4253.592972,1.072,K0III
3855.447633,0.284,K2/K3III
4425.125374,1.125,G6III...
5463.45458,2.973,G3V
6565.202018,2.995,F2/F3V
5505.972004,3.591,G1V
4412.738729,2.3,K1III
6085.436994,3.129,F3V
4266.780961,0.87,K1III
6008.56227,1.674,F8/G0V
4281.978776,0.572,G1Ibvar
4536.241476,0.94,G8III
6058.025058,2.419,F3V
3594.615993,-0.482,M0III
7307.75355,1.211,A7III
4505.642737,3.042,K1IV
5498.828348,4.605,G3/G5V
4441.776858,2.287,K1III
5552.977866,3.812,G3V
3468.545014,0.748,M1III
5085.031918,3.384,G5V
10369.04044,-0.923,B9IIIn
4382.147666,0.475,K1III
4938.036357,1.33,G6V
8573.858089,1.544,A3V
6150.622251,-9.1,B6IV
6684.495933,2.498,F2V
6062.572271,3.726,F5V
7004.786101,0.618,F2III
4301.167607,1.152,K0III
3771.202526,8.893,M3V:
4198.206663,1.148,K1III
4198.206663,1.53,K1III
5982.005035,2.491,F5V
4501.313509,1.042,K0III
4362.046027,-0.978,G8III
10546.90245,-1.603,B2V
5111.597245,0.212,G5IIIwe
5150.588687,5.358,G5/G6V
5538.407891,4.506,G2/G3V
4540.655236,1.397,K1III
4743.669992,3.252,K0IV
4116.684853,0.45,K2III
3669.19771,-0.652,K3III
5808.075502,4.109,F8/G0V
5783.671778,3.24,F7V
4198.206663,0.851,K2III
5627.291427,3.386,F8V
4203.664196,1.467,K1III
4427.198275,0.529,G8IV
6725.478332,3.595,F2V
6510.23969,2.1,F0V
4948.967267,5.159,K0V
9537.998069,-9.01,B9.5V
3873.163686,7.523,M0V:
5099.747694,4.455,F7/F8V
8415.224108,0.083,A3V
4257.350564,0.755,K1III
4659.313855,1.625,G8III
10018.77719,1.14,A0V
12498.31318,-0.658,B6V
4212.799622,0.555,K1III...
3853.980428,0.367,K4III
11588.82455,1.275,B9V
8374.149086,0.965,A2V
5787.72126,1.628,F3V
4158.719103,0.252,K2III
4913.660961,5.403,K0V
12443.0719,-0.577,B8Vn
5916.876245,3.555,F6V
5076.253267,5.44,G6/G8V
5418.308916,3.499,G3V
3484.411616,-0.744,K5III
4372.067965,1.068,K1III
3938.356332,1.973,K1/K2III
6554.116828,0.101,B3Vne
4075.6969,-1.781,K2III
4019.342092,0.752,K1/K2III
5676.947207,4.072,G1V
4852.711238,5.221,K0V
3795.002325,1.814,K2/K3III:
6071.692352,4.036,F6V
7953.175856,1.829,A5IV
5849.326254,3.701,F8/G0V
10565.11032,1.148,B9.5V
4567.365068,1.983,K0III
10421.60859,-0.03,A1Vn
3625.75193,10.256,M2.5Ve
4289.628584,1.496,K0III
4635.894271,5.833,K2V
4690.205787,2.21,G8V
4261.116464,1.967,K1IV
9085.914902,-0.682,A2IV
4334.287435,0.865,K0III
4135.81811,1.09,K0/K1III
4652.25696,1.145,G8IV
5147.562934,4.353,G5V
9711.422134,1.777,A0V
5516.731113,3.804,G3/G5II
4012.839615,-0.296,K2III
4551.736768,0.26,G8II
6504.806566,0.918,A9/F0V
5367.360547,4.645,G5V
6690.312332,1.799,F0V
6271.488182,-9.29,F7/F8V:
4425.125374,1.587,K0III
5973.217658,1.662,F6III
8552.275046,-15.83,B1Ia
5803.990342,3.923,F6/F7V
5073.335461,4.661,G5/G6V
3686.156087,0.323,K5III
4149.873583,-0.868,K1III
4398.396672,0.643,K0III
4412.738729,2.694,K1IV
7207.840898,0.894,A8V
3819.181211,2.47,K3III
5449.46365,3.525,G2V
5938.388277,4.599,F6/F7V
6085.436994,4.617,F7/F8V
6048.956156,3.099,F7V
4130.577921,0.368,K1III
10439.27983,0.504,A0Vn
7351.644126,0.54,A7IV
5418.308916,3.396,G3V
12639.14109,0.17,B8V
10317.13021,0.868,A1V
5567.644045,2.993,G1V
3700.659452,-0.443,K3/K4III
6707.83772,2.186,F0V
4608.175816,1.657,G6III
3628.272001,1.904,K3/K4III
3991.886884,-0.538,K1III
5538.407891,3.81,F8/G0V
10601.76296,1.322,A0V
6169.569123,3.407,F5V
3812.029853,0.899,K3III
4608.175816,1.136,G4III
4336.255552,0.731,K0/K1III
4538.447014,1.437,K1IV
3935.263179,1.084,K4III
3619.470851,0.897,M3III
6435.192654,1.58,F3/F5V
5516.731113,4.369,G2/G3V
8053.418048,1.023,A5IV
14266.21729,-0.637,B5III
11256.26118,0.079,B9III
3943.007477,0.282,K3III
5951.389681,2.249,F5V
6136.507218,3.539,F3IV-V
5934.070234,4.073,F7V
3947.672378,0.786,K0III
6667.122312,3.969,F5V
4214.632668,1.066,K1III
5334.053801,4.575,G3V
5147.562934,2.452,F8V
4372.067965,6.346,K5V
8384.370814,2.28,A0V
6352.02231,4.171,F3V
4406.577836,1.454,K0III
6291.381901,4.283,F2V
4775.986517,5.715,K0IV
5563.968426,4.538,G3V
4816.525697,6.22,K3V
4518.693125,1.403,G8III
6548.591755,3.839,F0V
5593.544425,5.081,G3V
6094.643406,3.132,F6V
3723.356829,-0.493,G8IV...
3912.256589,1.442,K3/K4III
4200.023871,1.65,K1/K2III
5727.713106,3.563,F8V...
5650.074022,3.989,G0V
6440.481492,2.74,F2V
4733.836,-10.87,F4Iab:
6286.393689,2.166,F3V
3826.366203,0.251,K3III
4404.52898,0.702,K0III
6271.488182,2.258,F5IV
7193.845085,2.643,A7V
4473.424883,1.791,K0IV
5174.955811,5.154,G8V
3090.33591,-2.953,K2Ib-II
6483.18691,2.606,F0V
8974.996609,1.705,A1V
6188.662586,2.801,F6V
8891.033292,2.736,G5V
6127.142077,3.975,F5V
6761.110109,2.588,F3IV
4496.994667,-0.068,G8IV
4711.894648,0.603,G5III
6251.750984,-0.417,B1IV:nn
5646.260913,2.38,GIII:+...
4894.909058,1.788,G3/G5IV
4225.672971,0.118,K1III
5934.070234,3.446,F7V
5723.767721,3.913,F7/F8V
5853.4917,3.012,F6V
6678.692159,3.14,F2V
5704.142229,2.964,F7/F8V+...
5347.314353,4.151,G2V comp SB
5314.316293,3.282,G0V
4346.129759,1.14,K0III
3961.750278,1.207,K2III
5015.846467,5.172,K0V
3480.996363,-0.631,M0III
6256.670718,3.438,F3V
12443.0719,-1,B7III
5343.991492,4.105,G3V
4289.628584,0.742,K2III
6610.015901,2.594,F0V
4214.632668,1.177,K0II-III
12388.43701,-0.758,B2V
6085.436994,3.129,F5V
5680.812363,2.452,F7V
5470.483793,3.317,G2/G3V
5791.777837,4.334,F8V
11728.87288,-0.181,B8IIIMNp...
3589.696073,-0.843,K3III
5619.748139,4.779,G2V
6150.622251,3.467,F5IV
3732.804411,0.187,K3III:
4187.344542,0.786,K2III
7821.387865,1.569,A7V
3995.092575,-0.2,K2/K3III
5459.948433,3.589,G0/G1V
6193.45907,3.529,F5V
4751.079085,-0.241,K0III+...
4174.760474,0.032,K0III
6266.539286,2.296,F3IV
3543.781973,-1.243,K5III
4894.909058,3.675,G2V
13965.06929,-1.625,B2.5IV
6532.086157,0.632,F2/F3III
5470.483793,4.322,G8/K0V
6921.145614,3.412,A8V
13180.92008,-1.978,B5V
16162.6336,-2.608,B2IV
6991.753936,1.35,F0III
6791.166228,2.053,F0V
4146.348526,0.92,K2III
4034.069472,1.047,K1III:
5715.897293,-10.36,B1Ib
4518.693125,0.991,G8III
6227.296609,2.459,F0V
5452.952982,3.603,G3V
5208.935675,4.632,K1V+...
4736.289718,-1.623,G5III
5184.168018,3.916,G8V
4414.79715,1.985,K0III
4016.087563,1.861,K2III
6543.078312,2.555,F3V
3873.163686,-0.314,K4III
3795.002325,1.871,K3III
4135.81811,-0.293,K1III
3950.789988,0.773,M6III
6357.141813,2.567,F0V
4272.46432,0.844,K1III
4450.161528,3.875,K0/K1IV:
4726.493872,1.623,G8III
5582.407448,5.074,G2/G3V
4080.7646,0.525,K2III
5960.09691,2.312,F6V
4486.24273,1.254,K0III
6062.572271,2.305,F0IV
4894.909058,2.794,G6V
3758.752875,0.551,K4III
8044.174525,2.277,A4V
3930.634819,-0.296,K2III
4205.487318,1.557,K1IIICN...
5560.298867,2.184,G0V
4291.546379,1.37,K0III
4837.120181,4.755,G6/G8V
5951.389681,3.444,F6V
6090.035851,3.456,F5IV-V
5237.155729,4.11,G3V
5955.739318,2.758,F7V
5397.784988,3.818,G3/G5V
6026.431617,2.87,F6V
6169.569123,4.141,F5V
5904.062214,3.017,F6V
4837.120181,6.094,K0V
4773.481081,0.835,G5III...
5638.653958,4.494,G0V
4647.567184,0.952,G8III
4263.00254,0.009,K0IVCN...
4171.182364,0.904,K1III
6472.444261,3.071,F2IV
6321.520329,1.95,F2V
3974.369842,2.072,K2III
5563.968426,3.723,G3V
5995.24689,2.736,F5V
5090.905476,4.87,G8V
3674.394875,-0.759,K4III
5661.552085,2.279,F7V
4640.554633,0.306,K0III
7613.412016,2.32,A5V
4585.391205,1.308,G8/K0III
4608.175816,-0.649,G8III
4048.932507,0.233,K1III
3809.178671,-0.36,K3III
7138.534064,2.278,A9V
4135.81811,-0.475,K1/K2III
3477.589466,-3.584,K5III
5481.070123,3.872,G2V
4169.396181,0.989,K1III
3982.308265,0.72,K3III...
4826.79548,5.661,K0V
3149.119319,-0.419,K7III
6058.025058,1.271,F6IV
5545.680917,2.73,G2/G3V
6286.393689,4.085,F2/F3V
5638.653958,4.55,G0V
3918.358765,-0.219,K3III
3972.786901,-0.789,K2III
7381.272968,1.685,A6V
3995.092575,1.017,K5III
5181.092729,4.107,G5V
4085.848082,2.478,K2/K3III
5696.339023,3.029,F8V
5791.777837,3.771,F6V:
6281.415353,2.607,F3V
7980.204523,0.999,A6V
4196.391418,1.131,K1IIICN...
5828.609647,2.057,F6IV
4164.049087,-0.16,F3V...
6169.569123,3.648,F2V
5925.457649,3.661,F7V
6256.670718,2.455,F3V
5661.552085,4.586,G0V
7518.391281,2.431,A8V
4301.167607,0.749,K0III
4386.195839,1.521,G8IV
5783.671778,3.49,F8V
3935.263179,-1.556,K2III
5799.912358,2.814,F8V
5916.876245,4.221,F6V
4233.073452,1.293,K0IIIp
4350.095206,0.329,K0III
6237.049621,3.437,F3V
5739.590174,3.904,G1V
6188.662586,-9.8,F3/F5V
4678.263817,0.662,G8III
6408.910425,1.201,F0Vw...
3813.457446,-1.282,K3IIICN...
4146.348526,-1.985,K0IIvar
4263.00254,0.584,K1III
5224.566405,5.099,G5V
5463.45458,4.801,G3/G5V
5199.613192,3.837,G3/G5V
4484.100047,0.232,K0III
5951.389681,3.169,F5V
4291.546379,0.101,K0III
6048.956156,2.109,F5V
5111.597245,5.341,G6V
5243.478888,-10.81,B0Ib
7495.096475,1.295,A5V
4638.222989,1.273,G5III
5874.430707,3.716,F6/F7V
4615.066548,6.166,K2V
4746.136479,1.171,G6/G8III
4283.888029,0.568,K1III
5841.01755,4.112,F7V
5397.784988,3.804,G3/G5V
6203.079979,3.641,F4V
8891.033292,0.805,A1V
5986.410857,3.59,F7V
4174.760474,0.728,K1III
5218.300057,3.949,G3V
4372.067965,0.952,K1III
6403.686124,3.312,F2V
4724.052816,0.117,G8III
5456.447905,4.953,G3V
5449.46365,4.199,G2/G3V
5763.530113,4.429,F8/G0V
4578.610588,0.204,G8III
6155.345325,2.296,F3/F5V
3340.609335,-0.519,K7III
5227.70664,5.786,G5/G6V:
3589.696073,0.151,K4III
4020.97183,-0.897,K1/K2III
4308.903523,0.722,K1III
4683.031475,2.16,G8IV
8914.822028,0.631,A2V
5874.430707,4.712,F8V
5567.644045,3.301,G0V
4388.223435,-0.17,G9IV
12639.14109,-3.41,B2.5V
5147.562934,4.832,G6IV
4520.877388,0.809,G9III
6193.45907,3.332,F2V
3859.857639,0.656,K3III
5824.488304,4.204,F7V
8774.427474,2.239,A2V
5731.665298,2.765,G0V
5942.714184,3.7,F8V
5615.985964,4.966,G0V
5942.714184,2.314,F6V
10386.4894,-1.456,B9.5III
6321.520329,2.657,F3V
3900.123198,0.813,K3III
5038.645818,5.422,G8/K0V:
4831.950936,5.864,K0/K1V:
5249.821168,5.048,G3V
3522.540443,-0.254,M1III
7944.217053,0.766,A6V
3904.662184,1.739,K5III
10751.6143,0.241,B9.5V
5929.760032,3.752,F5V
5711.972213,4.556,G2/G3V
4318.622494,1.048,K2II-III
3703.311779,8.533,M1Ve+...
3625.75193,0.336,K5III
5466.966362,-12.72,A1Ia
4240.506419,1.365,K1III
6593.12128,3.611,G3V
3901.634727,0.051,K2III
6419.391066,1.302,F2V
6393.269389,2.684,F0V
5205.82354,4.66,G5V
4372.067965,1.902,K0III
4494.839127,0.49,K0III
5990.824801,2.91,F6V
4380.127079,0.99,K0III
4959.958872,5.718,K1/K2V
5951.389681,2.492,F6V
9924.036089,-0.031,A0IV
5977.60731,3.628,F6V
4450.161528,1.754,G8IV
8147.336782,1.301,A5V
4435.514218,-0.312,K0III
6548.591755,1.964,F2V
5307.777607,4.889,G5V
6039.921118,2.534,F6V
5711.972213,3.308,G1V
4128.834878,-0.421,K0III
6737.303352,-0.054,F3IV-V
6048.956156,3.584,F5V
4261.116464,2.254,K1III
4540.655236,2.463,G6III
3680.917278,1.132,K5III
5642.454231,3.661,G1/G2V
5968.836057,2.472,F8V
5816.26743,4.334,F8V
4479.822346,0.494,K0IIIvar
4192.766808,0.818,K1III
8456.806544,1.373,A3V
5731.665298,4.344,F7V
6085.436994,2.881,F5V
5418.308916,4.347,G3V
5711.972213,4.216,F8/G0V
9862.107375,0.259,A0V
6067.128027,2.834,F3V
12872.93693,-0.747,B5V...
5374.084457,5.229,G5V
5938.388277,3.354,F6V
4998.91532,5.545,G6/G8V:
7873.443931,1.959,B9IV
6424.647477,3.592,F5V
4314.728334,0.607,K0III
4305.031221,1.366,G8/K0IV
6559.653569,3.064,F2V
5404.604679,4.832,G3V
8147.336782,0.263,A0IV
8244.042487,-0.27,B8III
4099.481793,2.431,K1IV
11705.23786,-2.187,B5III
6785.128294,3.084,F0V
4404.52898,0.67,K0III
4233.073452,1.199,K0III
6008.56227,2.843,F6V
6632.711262,2.717,F0V
6510.23969,3.74,A9V
4322.525451,1.09,K1III
7124.871793,1.896,A7V
4192.766808,0.967,K0III
6276.446861,2.808,F0V
6271.488182,1.47,F3/F5V
5719.829123,3.567,F8Vw...
4354.069711,1.149,K0III
5904.062214,2.808,F7III
4102.908021,1.351,K1/K2III
4512.156136,6.361,K2V
5470.483793,3.074,G2V
6499.384764,2.812,F3V
5799.912358,2.212,F6V
9955.366938,0.436,A2Vs
6713.705062,2.701,F3IV...
4085.848082,0.228,K2III...
4134.069534,-0.295,K0III
7152.26202,1.644,A9IV
3468.545014,-0.873,M0III
5367.360547,4.757,G3V
6183.875378,3.034,F5V
5589.825931,3.693,G2V
5193.421333,3.814,G2V:
6108.518527,3.136,F3V
5387.595678,1.231,B0.5V
9161.789479,0.797,A2IV
4380.127079,2.555,K0III
7011.324991,1.722,F0IV
5330.751492,4.948,G5V
4690.205787,6.291,K2V
6217.581636,3.095,F2V
5474.006887,4.897,G5IV
6424.647477,-13.05,F2Iab:
3625.75193,-1.891,K5II
5775.594023,3.225,G0V
4009.598226,6.894,K5V comp SB
5934.070234,4.028,F8V
5783.671778,1.908,F8V
6251.750984,1.842,F3/F5V
6141.203225,3.559,F3V
4330.35789,4.095,G8/K0V
4520.877388,0.195,K0III
5466.966362,4.908,G5V
6030.919743,1.806,F6/F7V
11565.88772,0.443,B9.5IIIMNp.
5505.972004,3.787,G3V
5669.236582,4.149,G0V
4523.064292,0.641,G8/K0III
4374.079267,1.989,G8III
8044.174525,0.465,A2III
3889.583333,1.912,K2III
4553.961197,2.927,K1III
4146.348526,1.364,K1III
4233.073452,1.112,K3III
6217.581636,3.591,F5V
4402.482503,2.245,K0III
4831.950936,2.608,G8V
6085.436994,3.529,F5V
5418.308916,4.944,G3/G5V
3577.469573,-1.524,M4III
4052.254026,1.231,K2III
6372.562421,3.339,F3V
6203.079979,2.54,F3V
5719.829123,4.874,F8V
5904.062214,3.984,F6V
6419.391066,1.428,F2V
4094.355838,1.794,K1III
4310.842941,-3.443,G0Ib
5751.529004,1.707,F8IV
6483.18691,2.86,F3V
4675.884534,0.791,G6III
5688.56245,3.996,G1V
5727.713106,3.621,G0V
4055.582367,-0.017,K2III
4285.799413,1.705,K1III
4503.476822,0.817,G8II
4460.698201,0.692,K1/K2III
6155.345325,2.542,F3Vp...
6030.919743,2.871,F7V
7315.023139,1.097,F0Vn
4518.693125,2.637,K0III
4433.431572,-0.348,G8III
4274.362982,0.263,K1II
4605.884616,0.23,G8III
5841.01755,4.41,F7/F8V
5715.897293,2.938,G0V
9111.03148,-0.226,A2V
3604.506604,-1.471,M1III
6532.086157,2.756,F0V
5367.360547,4.745,G3V
3932.176093,0.514,K3III
4303.09833,0.244,K0III
4350.095206,1.247,K2III
11635.04127,-1.448,B8III
5093.848621,3.66,G5V
5916.876245,2.729,F8V
3915.304705,0.92,K2III
7017.879164,2.073,F0IV
4196.391418,2.615,K1III
5759.522792,2.317,F7/F8V
11452.8833,0.461,B9V
5032.92171,4.964,G8V
4454.368724,1.925,K0IV
5688.56245,3.544,G0V
